"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7086","likes and unlikes the first post, verifying the count changes correctly","Follow Page - like flow","2026-01-31","passed","2026-01-31","","","",""
